seed,MAX_CANDS,user_bin,model,nDCG@10_mean,HR@10_mean,MRR@10_mean,n_users
2024,80,heavy,CBF-SCT-KD-model-phayathaibert,0.6740043949833665,0.9090909090909091,0.6006313131313132,22
555,80,heavy,CBF-SCT-KD-model-phayathaibert,0.7133515163925794,1.0,0.6237193362193362,22
42,80,cold,CBF-wangchanberta-base-att-spm-uncased,0.759179342117071,0.953125,0.6971726190476191,64
123,80,cold,CBF-wangchanberta-base-att-spm-uncased,0.747860096644781,0.953125,0.6812686011904762,64
999,80,cold,CBF-wangchanberta-base-att-spm-uncased,0.835292164471639,0.96875,0.7916666666666666,64
2024,80,cold,CBF-wangchanberta-base-att-spm-uncased,0.8071838466456476,0.96875,0.754203869047619,64
555,80,cold,CBF-wangchanberta-base-att-spm-uncased,0.7600951353494132,0.96875,0.6941964285714286,64
42,80,mid,CBF-wangchanberta-base-att-spm-uncased,0.7858863744086128,0.9571428571428572,0.7300000000000001,70
123,80,mid,CBF-wangchanberta-base-att-spm-uncased,0.7545635863896926,0.9571428571428572,0.6880102040816327,70
999,80,mid,CBF-wangchanberta-base-att-spm-uncased,0.7933729829407878,0.9142857142857143,0.7539455782312926,70
2024,80,mid,CBF-wangchanberta-base-att-spm-uncased,0.7364454233372354,0.9428571428571428,0.67015306122449,70
555,80,mid,CBF-wangchanberta-base-att-spm-uncased,0.7628185213880506,0.9428571428571428,0.705890022675737,70
42,80,heavy,CBF-wangchanberta-base-att-spm-uncased,0.7797567621753313,0.8636363636363636,0.75,22
123,80,heavy,CBF-wangchanberta-base-att-spm-uncased,0.605699459758476,0.9047619047619048,0.5120937263794406,21
999,80,heavy,CBF-wangchanberta-base-att-spm-uncased,0.6396573757550074,0.8636363636363636,0.5643939393939393,22
2024,80,heavy,CBF-wangchanberta-base-att-spm-uncased,0.7158595705491269,0.9545454545454546,0.6413961038961038,22
555,80,heavy,CBF-wangchanberta-base-att-spm-uncased,0.6712211320168181,0.9090909090909091,0.595508658008658,22
42,80,cold,CF-EASE_R,0.6396427185635581,0.890625,0.5576140873015873,64
123,80,cold,CF-EASE_R,0.6420666077074115,0.96875,0.5361731150793652,64
999,80,cold,CF-EASE_R,0.6747274084899144,0.9375,0.5896391369047619,64
2024,80,cold,CF-EASE_R,0.6740021133136761,0.9375,0.5880394345238095,64
555,80,cold,CF-EASE_R,0.6787387885269491,0.90625,0.6067708333333334,64
42,80,mid,CF-EASE_R,0.569953801770523,0.8428571428571429,0.48465986394557825,70
123,80,mid,CF-EASE_R,0.5625675989492004,0.8857142857142857,0.4614569160997732,70
999,80,mid,CF-EASE_R,0.6810773653647908,0.8857142857142857,0.6157709750566894,70
2024,80,mid,CF-EASE_R,0.6025179144360115,0.8571428571428571,0.5225623582766441,70
555,80,mid,CF-EASE_R,0.6029046775716654,0.8857142857142857,0.5109467120181407,70
42,80,heavy,CF-EASE_R,0.6045642476365535,0.8181818181818182,0.5376262626262626,22
123,80,heavy,CF-EASE_R,0.5847557735047201,0.9047619047619048,0.48384353741496594,21
999,80,heavy,CF-EASE_R,0.5127846272861148,0.7727272727272727,0.4338203463203463,22
2024,80,heavy,CF-EASE_R,0.5609986464529523,0.9090909090909091,0.45326479076479076,22
555,80,heavy,CF-EASE_R,0.4796244907772401,0.7272727272727273,0.3993506493506494,22
42,80,cold,CF-BiasedMF,0.5972148866719287,0.890625,0.506045386904762,64
123,80,cold,CF-BiasedMF,0.5198522889315151,0.84375,0.41878100198412704,64
999,80,cold,CF-BiasedMF,0.5270446719710482,0.84375,0.42993551587301587,64
2024,80,cold,CF-BiasedMF,0.6297275313748081,0.953125,0.5262338789682539,64
555,80,cold,CF-BiasedMF,0.5810119048716458,0.96875,0.4591145833333333,64
42,80,mid,CF-BiasedMF,0.5186449592022313,0.7714285714285715,0.4422278911564626,70
123,80,mid,CF-BiasedMF,0.41815164021151413,0.6714285714285714,0.34056122448979587,70
999,80,mid,CF-BiasedMF,0.43873521558023887,0.6428571428571429,0.37481292517006803,70
2024,80,mid,CF-BiasedMF,0.4398716068260148,0.6857142857142857,0.3642063492063492,70
555,80,mid,CF-BiasedMF,0.5162547736376686,0.7714285714285715,0.43602607709750557,70
42,80,heavy,CF-BiasedMF,0.46376813611726253,0.7272727272727273,0.3834595959595959,22
123,80,heavy,CF-BiasedMF,0.41303507392456934,0.5238095238095238,0.37857142857142856,21
999,80,heavy,CF-BiasedMF,0.4938231008871911,0.7727272727272727,0.413510101010101,22
2024,80,heavy,CF-BiasedMF,0.3817730317103619,0.6363636363636364,0.3069444444444444,22
555,80,heavy,CF-BiasedMF,0.5848316631354199,0.7272727272727273,0.5444444444444444,22
42,80,cold,CF-BiasedMF-BPR,0.4089634933853147,0.703125,0.3170944940476191,64
123,80,cold,CF-BiasedMF-BPR,0.37921900628902555,0.703125,0.2787884424603175,64
999,80,cold,CF-BiasedMF-BPR,0.3245421595155058,0.59375,0.24089161706349205,64
2024,80,cold,CF-BiasedMF-BPR,0.38837894475049306,0.671875,0.29992559523809526,64
555,80,cold,CF-BiasedMF-BPR,0.4442742624441192,0.78125,0.34014136904761905,64
42,80,mid,CF-BiasedMF-BPR,0.41421266271309715,0.7571428571428571,0.3083219954648526,70
123,80,mid,CF-BiasedMF-BPR,0.30841347099767236,0.6,0.21902494331065758,70
999,80,mid,CF-BiasedMF-BPR,0.35067900169676236,0.6857142857142857,0.24833900226757372,70
2024,80,mid,CF-BiasedMF-BPR,0.39191328274585824,0.6857142857142857,0.3010827664399093,70
555,80,mid,CF-BiasedMF-BPR,0.3663093274130159,0.7142857142857143,0.26046485260770974,70
42,80,heavy,CF-BiasedMF-BPR,0.315308788862696,0.5909090909090909,0.2312950937950938,22
123,80,heavy,CF-BiasedMF-BPR,0.20225831552481752,0.38095238095238093,0.14616402116402116,21
999,80,heavy,CF-BiasedMF-BPR,0.22450134704476038,0.45454545454545453,0.156998556998557,22
2024,80,heavy,CF-BiasedMF-BPR,0.2438805571932809,0.5,0.16477272727272727,22
555,80,heavy,CF-BiasedMF-BPR,0.49677088116098117,0.6818181818181818,0.44209956709956705,22
42,80,cold,CF-ItemKNN,0.8042682277122651,0.96875,0.7497767857142856,64
123,80,cold,CF-ItemKNN,0.7994714275988257,0.96875,0.7447048611111111,64
999,80,cold,CF-ItemKNN,0.8068737364998944,0.96875,0.7538132440476191,64
2024,80,cold,CF-ItemKNN,0.8222578863324295,0.984375,0.7671874999999999,64
555,80,cold,CF-ItemKNN,0.8182326076648764,1.0,0.7567894345238095,64
42,80,mid,CF-ItemKNN,0.8178431796045409,0.9571428571428572,0.7716666666666666,70
123,80,mid,CF-ItemKNN,0.7377410813740459,0.9714285714285714,0.659937641723356,70
999,80,mid,CF-ItemKNN,0.7864509572230868,0.9,0.7485714285714286,70
2024,80,mid,CF-ItemKNN,0.7453506911776226,0.9571428571428572,0.6773922902494331,70
555,80,mid,CF-ItemKNN,0.7986975213756403,0.9714285714285714,0.7419444444444444,70
42,80,heavy,CF-ItemKNN,0.7533928794430288,0.9545454545454546,0.6863636363636364,22
123,80,heavy,CF-ItemKNN,0.7192954111871627,0.8571428571428571,0.6746031746031746,21
999,80,heavy,CF-ItemKNN,0.7113905417839063,1.0,0.6189393939393939,22
2024,80,heavy,CF-ItemKNN,0.6747319723889563,0.9090909090909091,0.5981060606060606,22
555,80,heavy,CF-ItemKNN,0.8161248957849329,1.0,0.7611652236652237,22
42,80,cold,CF-SimpleX,0.7219566503298829,0.90625,0.6588541666666666,64
123,80,cold,CF-SimpleX,0.6202126213712001,0.890625,0.5318762400793651,64
999,80,cold,CF-SimpleX,0.6430859807366516,0.921875,0.5534660218253968,64
2024,80,cold,CF-SimpleX,0.6852418459177936,0.9375,0.6026475694444444,64
555,80,cold,CF-SimpleX,0.7060837843452833,0.953125,0.6241939484126984,64
42,80,mid,CF-SimpleX,0.6536892111583901,0.9,0.575827664399093,70
123,80,mid,CF-SimpleX,0.566875431132477,0.8285714285714286,0.4815986394557824,70
999,80,mid,CF-SimpleX,0.6434751395489592,0.8714285714285714,0.5699603174603175,70
2024,80,mid,CF-SimpleX,0.6496398043704369,0.8428571428571429,0.5866836734693878,70
555,80,mid,CF-SimpleX,0.6314816520502329,0.8714285714285714,0.5549716553287982,70
42,80,heavy,CF-SimpleX,0.6567403330634628,0.9090909090909091,0.5754329004329004,22
123,80,heavy,CF-SimpleX,0.631491850248796,0.8095238095238095,0.5770408163265307,21
999,80,heavy,CF-SimpleX,0.6687091735083798,0.9545454545454546,0.5747474747474747,22
2024,80,heavy,CF-SimpleX,0.6288857228588726,0.9545454545454546,0.5227272727272727,22
555,80,heavy,CF-SimpleX,0.6538669150196644,0.8181818181818182,0.6022727272727273,22
42,80,cold,POP-Global,0.17107105879246748,0.296875,0.1331845238095238,64
123,80,cold,POP-Global,0.2269228956706084,0.390625,0.17819940476190477,64
999,80,cold,POP-Global,0.15310973267669956,0.28125,0.11390128968253967,64
2024,80,cold,POP-Global,0.1825772600357901,0.328125,0.1386594742063492,64
555,80,cold,POP-Global,0.24597753919847942,0.421875,0.1937003968253968,64
42,80,mid,POP-Global,0.25930595939558926,0.45714285714285713,0.1995124716553288,70
123,80,mid,POP-Global,0.1836001673327397,0.35714285714285715,0.13061791383219956,70
999,80,mid,POP-Global,0.2529561202987599,0.4714285714285714,0.18692743764172337,70
2024,80,mid,POP-Global,0.19232570439874094,0.35714285714285715,0.14189909297052153,70
555,80,mid,POP-Global,0.2289276610210702,0.4142857142857143,0.17269841269841268,70
42,80,heavy,POP-Global,0.2890546696310443,0.45454545454545453,0.23647186147186144,22
123,80,heavy,POP-Global,0.254395043624839,0.5238095238095238,0.17103174603174603,21
999,80,heavy,POP-Global,0.26869907089241646,0.45454545454545453,0.20959595959595959,22
2024,80,heavy,POP-Global,0.23495274231086719,0.5,0.15476190476190474,22
555,80,heavy,POP-Global,0.4381808287318795,0.7272727272727273,0.3497835497835498,22
42,80,cold,POP-Context,0.17107105879246748,0.296875,0.1331845238095238,64
123,80,cold,POP-Context,0.2269228956706084,0.390625,0.17819940476190477,64
999,80,cold,POP-Context,0.15310973267669956,0.28125,0.11390128968253967,64
2024,80,cold,POP-Context,0.1825772600357901,0.328125,0.1386594742063492,64
555,80,cold,POP-Context,0.24597753919847942,0.421875,0.1937003968253968,64
42,80,mid,POP-Context,0.25930595939558926,0.45714285714285713,0.1995124716553288,70
123,80,mid,POP-Context,0.1836001673327397,0.35714285714285715,0.13061791383219956,70
999,80,mid,POP-Context,0.2529561202987599,0.4714285714285714,0.18692743764172337,70
2024,80,mid,POP-Context,0.19232570439874094,0.35714285714285715,0.14189909297052153,70
555,80,mid,POP-Context,0.2289276610210702,0.4142857142857143,0.17269841269841268,70
42,80,heavy,POP-Context,0.2890546696310443,0.45454545454545453,0.23647186147186144,22
123,80,heavy,POP-Context,0.254395043624839,0.5238095238095238,0.17103174603174603,21
999,80,heavy,POP-Context,0.26869907089241646,0.45454545454545453,0.20959595959595959,22
2024,80,heavy,POP-Context,0.23495274231086719,0.5,0.15476190476190474,22
555,80,heavy,POP-Context,0.4381808287318795,0.7272727272727273,0.3497835497835498,22
42,80,cold,Hybrid-WeightedSum,0.9075673183427552,0.984375,0.8825520833333333,64
123,80,cold,Hybrid-WeightedSum,0.9110827739955403,0.984375,0.8854166666666667,64
999,80,cold,Hybrid-WeightedSum,0.9433498461288838,1.0,0.9247395833333334,64
2024,80,cold,Hybrid-WeightedSum,0.9012244965959862,0.984375,0.8723958333333334,64
555,80,cold,Hybrid-WeightedSum,0.9565039856172209,1.0,0.94140625,64
42,80,mid,Hybrid-WeightedSum,0.8737138381953902,0.9857142857142858,0.8359523809523809,70
123,80,mid,Hybrid-WeightedSum,0.8999043143858664,0.9857142857142858,0.871326530612245,70
999,80,mid,Hybrid-WeightedSum,0.9043337297462106,0.9714285714285714,0.8814285714285713,70
2024,80,mid,Hybrid-WeightedSum,0.8773701277287446,1.0,0.8392063492063493,70
555,80,mid,Hybrid-WeightedSum,0.9138882590452174,0.9714285714285714,0.8945238095238094,70
42,80,heavy,Hybrid-WeightedSum,0.8344114703463256,0.9545454545454546,0.7943722943722943,22
123,80,heavy,Hybrid-WeightedSum,0.7372578740558419,0.9523809523809523,0.6683673469387754,21
999,80,heavy,Hybrid-WeightedSum,0.8616217619782396,1.0,0.8156565656565656,22
2024,80,heavy,Hybrid-WeightedSum,0.8815842613289354,1.0,0.8443181818181817,22
555,80,heavy,Hybrid-WeightedSum,0.8319364462484186,0.9545454545454546,0.7935606060606062,22
42,80,cold,Hybrid-WeightedProduct,0.8785640810441924,0.96875,0.8486979166666666,64
123,80,cold,Hybrid-WeightedProduct,0.8921278325139999,0.984375,0.8606770833333333,64
999,80,cold,Hybrid-WeightedProduct,0.8712894711038306,0.9375,0.8501736111111111,64
2024,80,cold,Hybrid-WeightedProduct,0.8786568381298147,0.984375,0.84296875,64
555,80,cold,Hybrid-WeightedProduct,0.8878867032804658,0.921875,0.8767361111111112,64
42,80,mid,Hybrid-WeightedProduct,0.8328772659135659,0.9857142857142858,0.7815646258503401,70
123,80,mid,Hybrid-WeightedProduct,0.8728944343013829,0.9714285714285714,0.8396825396825397,70
999,80,mid,Hybrid-WeightedProduct,0.9149634004081666,0.9571428571428572,0.9,70
2024,80,mid,Hybrid-WeightedProduct,0.8509287339356586,0.9714285714285714,0.8120634920634922,70
555,80,mid,Hybrid-WeightedProduct,0.9086158269533812,0.9714285714285714,0.8873809523809524,70
42,80,heavy,Hybrid-WeightedProduct,0.878339355399444,1.0,0.837121212121212,22
123,80,heavy,Hybrid-WeightedProduct,0.7203872440369133,0.9523809523809523,0.6444444444444444,21
999,80,heavy,Hybrid-WeightedProduct,0.8679633109307385,1.0,0.8246753246753247,22
2024,80,heavy,Hybrid-WeightedProduct,0.8842907078345102,1.0,0.8446969696969696,22
555,80,heavy,Hybrid-WeightedProduct,0.7813427509291525,0.8636363636363636,0.7564935064935064,22
42,80,cold,Hybrid-RRF,0.7224064267817435,0.984375,0.6356770833333334,64
123,80,cold,Hybrid-RRF,0.7387431632321407,0.984375,0.6582217261904761,64
999,80,cold,Hybrid-RRF,0.7173539895341068,1.0,0.6243489583333333,64
2024,80,cold,Hybrid-RRF,0.7643147631591878,0.984375,0.6922061011904762,64
555,80,cold,Hybrid-RRF,0.8068070148749862,1.0,0.7434895833333333,64
42,80,mid,Hybrid-RRF,0.7890585003496448,0.9714285714285714,0.7289285714285714,70
123,80,mid,Hybrid-RRF,0.7665482152261025,0.9857142857142858,0.6933503401360543,70
999,80,mid,Hybrid-RRF,0.7730219417195372,0.9714285714285714,0.7072789115646259,70
2024,80,mid,Hybrid-RRF,0.7339297640435021,0.9571428571428572,0.6625566893424037,70
555,80,mid,Hybrid-RRF,0.7365980230255789,0.9571428571428572,0.6651530612244899,70
42,80,heavy,Hybrid-RRF,0.7717918095635329,0.9545454545454546,0.712121212121212,22
123,80,heavy,Hybrid-RRF,0.6604636614252754,0.8571428571428571,0.598941798941799,21
999,80,heavy,Hybrid-RRF,0.7623602244394163,0.9545454545454546,0.6984848484848485,22
2024,80,heavy,Hybrid-RRF,0.7906510498781082,1.0,0.7246753246753247,22
555,80,heavy,Hybrid-RRF,0.758166954813445,0.8636363636363636,0.7234848484848485,22
42,80,cold,Hybrid-ReliabilityGate,0.8242877738570719,0.984375,0.7708333333333333,64
123,80,cold,Hybrid-ReliabilityGate,0.8556827048136532,0.984375,0.8111979166666666,64
999,80,cold,Hybrid-ReliabilityGate,0.8563856404383559,1.0,0.8080729166666667,64
2024,80,cold,Hybrid-ReliabilityGate,0.8368924646379486,0.984375,0.7861979166666666,64
555,80,cold,Hybrid-ReliabilityGate,0.8648562361063501,1.0,0.8182291666666667,64
42,80,mid,Hybrid-ReliabilityGate,0.8446435174888656,0.9714285714285714,0.8011904761904762,70
123,80,mid,Hybrid-ReliabilityGate,0.8367603075911385,0.9857142857142858,0.7867857142857143,70
999,80,mid,Hybrid-ReliabilityGate,0.8956836567290906,0.9857142857142858,0.8657142857142858,70
2024,80,mid,Hybrid-ReliabilityGate,0.8231351700807151,0.9714285714285714,0.7754138321995464,70
555,80,mid,Hybrid-ReliabilityGate,0.8656904523594258,0.9714285714285714,0.8306122448979592,70
42,80,heavy,Hybrid-ReliabilityGate,0.7949082773268464,0.9545454545454546,0.7413419913419914,22
123,80,heavy,Hybrid-ReliabilityGate,0.7501157153927739,0.9047619047619048,0.7025699168556312,21
999,80,heavy,Hybrid-ReliabilityGate,0.824918855851708,1.0,0.7664141414141414,22
2024,80,heavy,Hybrid-ReliabilityGate,0.7683115768744826,0.9545454545454546,0.7060606060606059,22
555,80,heavy,Hybrid-ReliabilityGate,0.8068664061974818,0.9545454545454546,0.7609848484848485,22
all,80,cold,CBF-multilingual-e5-large-instruct,0.8937150723833798,0.9875,0.86203125,320
all,80,mid,CBF-multilingual-e5-large-instruct,0.8602172467620923,0.9742857142857143,0.8222097505668934,350
all,80,heavy,CBF-multilingual-e5-large-instruct,0.8164273917576035,0.981651376146789,0.7620030581039754,109
all,80,cold,CBF-bge-m3,0.889374222778479,0.98125,0.8587884424603175,320
all,80,mid,CBF-bge-m3,0.8443660970819429,0.9714285714285714,0.8026530612244899,350
all,80,heavy,CBF-bge-m3,0.7884536962563927,0.944954128440367,0.7378549584971603,109
all,80,cold,CBF-SCT-KD-model-phayathaibert,0.7940301588004826,0.95625,0.7403311011904762,320
all,80,mid,CBF-SCT-KD-model-phayathaibert,0.8054783383216482,0.9685714285714285,0.7532936507936507,350
all,80,heavy,CBF-SCT-KD-model-phayathaibert,0.7147270334720977,0.926605504587156,0.6467598660259211,109
all,80,cold,CBF-wangchanberta-base-att-spm-uncased,0.7819221170457104,0.9625,0.7237016369047619,320
all,80,mid,CBF-wangchanberta-base-att-spm-uncased,0.7666173776928759,0.9428571428571428,0.7095997732426302,350
all,80,heavy,CBF-wangchanberta-base-att-spm-uncased,0.6831428912462957,0.8990825688073395,0.6136012814911898,109
all,80,cold,CF-EASE_R,0.6618355273203018,0.928125,0.5756473214285714,320
all,80,mid,CF-EASE_R,0.6038042716184382,0.8714285714285714,0.519079365079365,350
all,80,heavy,CF-EASE_R,0.5482133533115785,0.8256880733944955,0.461376874908985,109
all,80,cold,CF-BiasedMF,0.5709702567641892,0.9,0.4680220734126984,320
all,80,mid,CF-BiasedMF,0.46633163909153347,0.7085714285714285,0.3915668934240363,350
all,80,heavy,CF-BiasedMF,0.46794538580845074,0.6788990825688074,0.405632008154944,109
all,80,cold,CF-BiasedMF-BPR,0.3890755732768917,0.690625,0.29536830357142857,320
all,80,mid,CF-BiasedMF-BPR,0.3663055491132812,0.6885714285714286,0.2674467120181406,350
all,80,heavy,CF-BiasedMF-BPR,0.2974089840346695,0.5229357798165137,0.22901922236784622,109
all,80,cold,CF-ItemKNN,0.8102207771616581,0.978125,0.7544543650793651,320
all,80,mid,CF-ItemKNN,0.7772166861509875,0.9514285714285714,0.7199024943310657,350
all,80,heavy,CF-ItemKNN,0.7351311009334729,0.944954128440367,0.6677734090578127,109
all,80,cold,CF-SimpleX,0.6753161765401623,0.921875,0.5942075892857143,320
all,80,mid,CF-SimpleX,0.6290322476520992,0.8628571428571429,0.5538083900226757,350
all,80,heavy,CF-SimpleX,0.6480896883773675,0.8899082568807339,0.5703837192369302,109
all,80,cold,POP-Global,0.195931697274809,0.34375,0.15152901785714284,320
all,80,mid,POP-Global,0.22342312248938004,0.4114285714285714,0.1663310657596372,350
all,80,heavy,POP-Global,0.29744786028053377,0.5321100917431193,0.2248179700014562,109
all,80,cold,POP-Context,0.195931697274809,0.34375,0.15152901785714284,320
all,80,mid,POP-Context,0.22342312248938004,0.4114285714285714,0.1663310657596372,350
all,80,heavy,POP-Context,0.29744786028053377,0.5321100917431193,0.2248179700014562,109
all,80,cold,Hybrid-WeightedSum,0.9239456841360774,0.990625,0.9013020833333332,320
all,80,mid,Hybrid-WeightedSum,0.893842053820286,0.9828571428571429,0.8644875283446712,350
all,80,heavy,Hybrid-WeightedSum,0.8302073581010541,0.9724770642201835,0.7843090141255278,109
all,80,cold,Hybrid-WeightedProduct,0.8817049852144606,0.959375,0.8558506944444446,320
all,80,mid,Hybrid-WeightedProduct,0.876055932302431,0.9714285714285714,0.8441383219954647,350
all,80,heavy,Hybrid-WeightedProduct,0.8274378612554107,0.963302752293578,0.7827435561380516,109
all,80,cold,Hybrid-RRF,0.7499250715164331,0.990625,0.6707886904761905,320
all,80,mid,Hybrid-RRF,0.7598312888728729,0.9685714285714285,0.691453514739229,350
all,80,heavy,Hybrid-RRF,0.7494961260661452,0.926605504587156,0.6923911460608708,109
all,80,cold,Hybrid-ReliabilityGate,0.847620963970676,0.990625,0.79890625,320
all,80,mid,Hybrid-ReliabilityGate,0.8531826208498472,0.9771428571428571,0.8119433106575964,350
all,80,heavy,Hybrid-ReliabilityGate,0.7893811245941255,0.9541284403669725,0.7357761759137905,109
42,all,cold,CBF-multilingual-e5-large-instruct,0.8756406888976868,0.96875,0.8441840277777777,64
123,all,cold,CBF-multilingual-e5-large-instruct,0.8763332082176669,0.9375,0.85546875,64
999,all,cold,CBF-multilingual-e5-large-instruct,0.8953650169099179,0.984375,0.8651041666666667,64
2024,all,cold,CBF-multilingual-e5-large-instruct,0.8864706802507772,1.0,0.8492373511904762,64
555,all,cold,CBF-multilingual-e5-large-instruct,0.8754474768089268,0.953125,0.8494791666666667,64
42,all,mid,CBF-multilingual-e5-large-instruct,0.8843805822922091,0.9857142857142858,0.8505102040816327,70
123,all,mid,CBF-multilingual-e5-large-instruct,0.8380673456911647,0.9428571428571428,0.8028571428571429,70
999,all,mid,CBF-multilingual-e5-large-instruct,0.9273786896428602,1.0,0.9023809523809524,70
2024,all,mid,CBF-multilingual-e5-large-instruct,0.8832243469155892,1.0,0.8453571428571428,70
555,all,mid,CBF-multilingual-e5-large-instruct,0.9043082915061832,0.9857142857142858,0.8761904761904762,70
42,all,heavy,CBF-multilingual-e5-large-instruct,0.8652529600732727,1.0,0.8212121212121212,22
123,all,heavy,CBF-multilingual-e5-large-instruct,0.7962402306893691,0.9545454545454546,0.7436868686868686,22
999,all,heavy,CBF-multilingual-e5-large-instruct,0.83359926777598,0.9545454545454546,0.793560606060606,22
2024,all,heavy,CBF-multilingual-e5-large-instruct,0.8814904209415624,0.9545454545454546,0.856060606060606,22
555,all,heavy,CBF-multilingual-e5-large-instruct,0.7413910345212383,0.9545454545454546,0.6704545454545454,22
42,all,cold,CBF-bge-m3,0.9028996643973242,0.984375,0.8763020833333333,64
123,all,cold,CBF-bge-m3,0.8933192395103638,0.953125,0.8729166666666668,64
999,all,cold,CBF-bge-m3,0.9044542520380097,0.96875,0.8828125,64
2024,all,cold,CBF-bge-m3,0.895245778870228,1.0,0.8609561011904762,64
555,all,cold,CBF-bge-m3,0.8954054608929604,0.96875,0.8720486111111111,64
42,all,mid,CBF-bge-m3,0.8590556683824544,0.9857142857142858,0.8172789115646258,70
123,all,mid,CBF-bge-m3,0.8354421949571675,0.9428571428571428,0.80156462585034,70
999,all,mid,CBF-bge-m3,0.8986612609523497,1.0,0.8660090702947846,70
2024,all,mid,CBF-bge-m3,0.8841424228475353,0.9857142857142858,0.8496825396825396,70
555,all,mid,CBF-bge-m3,0.8578112969148457,0.9714285714285714,0.820374149659864,70
42,all,heavy,CBF-bge-m3,0.8305420426212344,1.0,0.7742424242424242,22
123,all,heavy,CBF-bge-m3,0.8252113076298767,0.9545454545454546,0.7803030303030302,22
999,all,heavy,CBF-bge-m3,0.820165998152529,0.9545454545454546,0.7769480519480519,22
2024,all,heavy,CBF-bge-m3,0.8732738297322512,1.0,0.8340909090909091,22
555,all,heavy,CBF-bge-m3,0.7647613186340824,0.9090909090909091,0.7171717171717171,22
42,all,cold,CBF-SCT-KD-model-phayathaibert,0.8013499245369574,0.96875,0.7445312500000001,64
123,all,cold,CBF-SCT-KD-model-phayathaibert,0.7706486461016036,0.921875,0.7202008928571428,64
999,all,cold,CBF-SCT-KD-model-phayathaibert,0.8308682836460444,0.96875,0.784375,64
2024,all,cold,CBF-SCT-KD-model-phayathaibert,0.7768842374938458,1.0,0.7039868551587302,64
555,all,cold,CBF-SCT-KD-model-phayathaibert,0.7809567346852675,0.953125,0.7256510416666667,64
42,all,mid,CBF-SCT-KD-model-phayathaibert,0.8223839069714514,0.9571428571428572,0.7774376417233559,70
123,all,mid,CBF-SCT-KD-model-phayathaibert,0.7326096137757178,0.9,0.6774546485260772,70
999,all,mid,CBF-SCT-KD-model-phayathaibert,0.8275249668900817,0.9857142857142858,0.7757142857142858,70
2024,all,mid,CBF-SCT-KD-model-phayathaibert,0.7909532915161973,1.0,0.7240986394557822,70
555,all,mid,CBF-SCT-KD-model-phayathaibert,0.8379630438022865,0.9857142857142858,0.789875283446712,70
42,all,heavy,CBF-SCT-KD-model-phayathaibert,0.7178498326237465,1.0,0.6285353535353536,22
123,all,heavy,CBF-SCT-KD-model-phayathaibert,0.746158696500266,1.0,0.6621212121212121,22
999,all,heavy,CBF-SCT-KD-model-phayathaibert,0.736920117396947,0.9545454545454546,0.6686147186147187,22
2024,all,heavy,CBF-SCT-KD-model-phayathaibert,0.7551352455128295,0.9090909090909091,0.7049783549783549,22
555,all,heavy,CBF-SCT-KD-model-phayathaibert,0.7503597748300197,0.9545454545454546,0.6849567099567099,22
42,all,cold,CBF-wangchanberta-base-att-spm-uncased,0.8139123141769494,0.96875,0.7631696428571428,64
123,all,cold,CBF-wangchanberta-base-att-spm-uncased,0.7945305304733635,0.953125,0.7432663690476191,64
999,all,cold,CBF-wangchanberta-base-att-spm-uncased,0.8244663045677751,0.96875,0.7756696428571428,64
2024,all,cold,CBF-wangchanberta-base-att-spm-uncased,0.8123070213320485,0.984375,0.7562686011904762,64
555,all,cold,CBF-wangchanberta-base-att-spm-uncased,0.7457159444162762,0.953125,0.6800967261904762,64
42,all,mid,CBF-wangchanberta-base-att-spm-uncased,0.7880086374329556,0.9714285714285714,0.7281519274376418,70
123,all,mid,CBF-wangchanberta-base-att-spm-uncased,0.7028117336356325,0.9285714285714286,0.6301190476190476,70
999,all,mid,CBF-wangchanberta-base-att-spm-uncased,0.8037823869336327,0.9857142857142858,0.7453174603174603,70
2024,all,mid,CBF-wangchanberta-base-att-spm-uncased,0.7269852888555101,0.9142857142857143,0.6667176870748298,70
555,all,mid,CBF-wangchanberta-base-att-spm-uncased,0.773126904902678,0.9428571428571428,0.7177891156462585,70
42,all,heavy,CBF-wangchanberta-base-att-spm-uncased,0.8305420426212344,1.0,0.7742424242424242,22
123,all,heavy,CBF-wangchanberta-base-att-spm-uncased,0.7095020154643868,0.9090909090909091,0.6401515151515151,22
999,all,heavy,CBF-wangchanberta-base-att-spm-uncased,0.6258604269496457,0.9090909090909091,0.5345238095238095,22
2024,all,heavy,CBF-wangchanberta-base-att-spm-uncased,0.7713286590424844,0.9545454545454546,0.7156565656565657,22
555,all,heavy,CBF-wangchanberta-base-att-spm-uncased,0.7010189967657519,0.9090909090909091,0.6333333333333333,22
42,all,cold,CF-EASE_R,0.6505400535980319,0.90625,0.5682911706349206,64
123,all,cold,CF-EASE_R,0.6570265369101651,0.9375,0.5653397817460317,64
999,all,cold,CF-EASE_R,0.6710331137278852,0.953125,0.5802641369047619,64
2024,all,cold,CF-EASE_R,0.6482227794824369,0.921875,0.5613405257936508,64
555,all,cold,CF-EASE_R,0.635949011712722,0.890625,0.5545138888888889,64
42,all,mid,CF-EASE_R,0.596594150314503,0.8428571428571429,0.5181689342403628,70
123,all,mid,CF-EASE_R,0.574392146347631,0.8428571428571429,0.48918367346938774,70
999,all,mid,CF-EASE_R,0.6704242760814045,0.9285714285714286,0.5880952380952381,70
